STATION,STATION_NAME,DATE,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100831,64.6,19.7,74.4,54.7,4.1,6.2,6.6,3.0
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100901,64.4,19.7,74.3,54.6,4.1,6.3,6.6,3.0
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100902,64.3,19.6,74.1,54.5,4.1,6.3,6.6,3.1
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100903,64.1,19.5,73.9,54.3,4.1,6.3,6.6,3.1
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100904,63.9,19.5,73.7,54.2,4.1,6.3,6.7,3.1
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100905,63.8,19.4,73.5,54.1,4.2,6.3,6.7,3.1
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100906,63.6,19.3,73.3,53.9,4.2,6.3,6.7,3.2
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100907,63.4,19.3,73.0,53.8,4.2,6.3,6.8,3.2
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100908,63.2,19.2,72.8,53.6,4.3,6.4,6.8,3.2
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100909,63.0,19.1,72.6,53.4,4.3,6.4,6.8,3.3
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100910,62.8,19.0,72.3,53.3,4.3,6.4,6.8,3.3
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100911,62.6,19.0,72.1,53.1,4.4,6.4,6.9,3.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100912,62.4,18.9,71.8,52.9,4.4,6.4,6.9,3.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100913,62.1,18.8,71.5,52.7,4.4,6.4,6.9,3.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100914,61.9,18.7,71.2,52.5,4.4,6.4,6.9,3.5
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100915,61.7,18.6,71.0,52.4,4.4,6.4,6.9,3.5
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100916,61.4,18.5,70.7,52.2,4.4,6.4,6.9,3.5
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100917,61.1,18.4,70.3,52.0,4.4,6.4,6.9,3.5
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100918,60.9,18.3,70.0,51.7,4.4,6.4,6.9,3.6
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100919,60.6,18.2,69.7,51.5,4.4,6.4,6.8,3.6
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100920,60.3,18.0,69.4,51.3,4.4,6.4,6.8,3.6
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100921,60.1,17.9,69.0,51.1,4.4,6.4,6.8,3.7
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100922,59.8,17.8,68.7,50.9,4.4,6.4,6.8,3.7
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100923,59.5,17.7,68.3,50.7,4.4,6.4,6.7,3.7
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100924,59.2,17.5,68.0,50.4,4.4,6.4,6.7,3.7
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100925,58.9,17.4,67.6,50.2,4.4,6.4,6.7,3.8
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100926,58.6,17.2,67.2,50.0,4.4,6.4,6.6,3.8
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100927,58.3,17.1,66.8,49.8,4.4,6.3,6.6,3.8
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100928,58.0,16.9,66.5,49.5,4.4,6.3,6.6,3.9
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100929,57.7,16.8,66.1,49.3,4.3,6.3,6.5,3.9
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20100930,57.4,16.6,65.7,49.1,4.3,6.3,6.5,3.9
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101001,57.1,16.5,65.3,48.8,4.3,6.3,6.4,3.9
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101002,56.8,16.3,64.9,48.6,4.3,6.3,6.4,4.0
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101003,56.4,16.1,64.5,48.4,4.3,6.2,6.3,4.0
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101004,56.1,16.0,64.1,48.2,4.3,6.2,6.2,4.0
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101005,55.8,15.8,63.7,47.9,4.2,6.2,6.2,4.1
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101006,55.5,15.6,63.3,47.7,4.2,6.1,6.1,4.1
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101007,55.2,15.4,62.9,47.5,4.2,6.1,6.1,4.1
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101008,54.9,15.2,62.5,47.3,4.2,6.0,6.0,4.1
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101009,54.6,15.1,62.1,47.1,4.2,6.0,5.9,4.1
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101010,54.3,14.9,61.8,46.9,4.1,5.9,5.9,4.2
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101011,54.0,14.7,61.4,46.7,4.1,5.8,5.8,4.2
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101012,53.7,14.5,61.0,46.5,4.1,5.8,5.7,4.2
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101013,53.4,14.3,60.6,46.3,4.1,5.7,5.7,4.3
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101014,53.2,14.2,60.2,46.1,4.1,5.7,5.6,4.3
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101015,52.9,14.0,59.9,45.9,4.1,5.6,5.6,4.3
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101016,52.6,13.8,59.5,45.7,4.2,5.5,5.5,4.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101017,52.3,13.6,59.1,45.5,4.2,5.5,5.5,4.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101018,52.1,13.5,58.8,45.3,4.2,5.4,5.4,4.5
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101019,51.8,13.3,58.4,45.1,4.2,5.4,5.4,4.5
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101020,51.5,13.1,58.1,45.0,4.2,5.3,5.4,4.6
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101021,51.3,13.0,57.8,44.8,4.2,5.2,5.3,4.6
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101022,51.0,12.8,57.4,44.6,4.3,5.2,5.3,4.7
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101023,50.8,12.7,57.1,44.5,4.3,5.1,5.2,4.7
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101024,50.5,12.5,56.8,44.3,4.3,5.0,5.2,4.8
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101025,50.3,12.4,56.5,44.1,4.3,5.0,5.2,4.8
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101026,50.1,12.3,56.2,43.9,4.4,4.9,5.1,4.9
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101027,49.8,12.1,55.9,43.8,4.4,4.9,5.1,4.9
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101028,49.6,12.0,55.6,43.6,4.4,4.8,5.1,5.0
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101029,49.4,11.9,55.3,43.4,4.4,4.7,5.0,5.0
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101030,49.1,11.8,55.0,43.3,4.4,4.7,5.0,5.0
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101031,48.9,11.7,54.8,43.1,4.5,4.6,5.0,5.1
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101101,48.7,11.6,54.5,42.9,4.5,4.5,5.0,5.1
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101102,48.5,11.5,54.2,42.7,4.6,4.5,5.0,5.2
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101103,48.3,11.4,53.9,42.6,4.6,4.4,5.0,5.2
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101104,48.0,11.3,53.7,42.4,4.7,4.4,5.0,5.3
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101105,47.8,11.2,53.4,42.2,4.7,4.4,5.0,5.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101106,47.6,11.2,53.2,42.0,4.8,4.3,5.0,5.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101107,47.4,11.1,52.9,41.8,4.8,4.3,5.0,5.5
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101108,47.1,11.1,52.7,41.6,4.9,4.3,5.0,5.6
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101109,46.9,11.0,52.4,41.4,4.9,4.2,5.1,5.6
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101110,46.7,11.0,52.2,41.2,5.0,4.2,5.1,5.7
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101111,46.5,10.9,51.9,41.0,5.0,4.2,5.1,5.7
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101112,46.2,10.9,51.7,40.8,5.0,4.1,5.1,5.8
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101113,46.0,10.9,51.4,40.6,5.1,4.1,5.2,5.8
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101114,45.8,10.8,51.2,40.4,5.1,4.1,5.2,5.9
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101115,45.6,10.8,51.0,40.2,5.2,4.1,5.2,5.9
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101116,45.3,10.8,50.7,39.9,5.2,4.0,5.2,5.9
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101117,45.1,10.8,50.5,39.7,5.2,4.0,5.3,6.0
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101118,44.9,10.7,50.3,39.5,5.3,4.0,5.3,6.0
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101119,44.6,10.7,50.0,39.3,5.3,4.0,5.3,6.0
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101120,44.4,10.7,49.8,39.1,5.3,4.0,5.3,6.0
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101121,44.2,10.7,49.5,38.8,5.3,3.9,5.3,6.0
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101122,44.0,10.7,49.3,38.6,5.3,3.9,5.3,6.0
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101123,43.7,10.7,49.1,38.4,5.3,3.9,5.3,6.0
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101124,43.5,10.7,48.9,38.2,5.4,3.9,5.4,6.0
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101125,43.3,10.7,48.6,38.0,5.4,3.9,5.4,6.0
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101126,43.1,10.7,48.4,37.8,5.4,3.8,5.4,6.0
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101127,42.9,10.6,48.2,37.5,5.4,3.8,5.4,6.1
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101128,42.7,10.6,48.0,37.3,5.4,3.8,5.4,6.1
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101129,42.5,10.6,47.8,37.1,5.5,3.8,5.5,6.1
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101130,42.3,10.6,47.6,37.0,5.5,3.8,5.5,6.1
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101201,42.1,10.6,47.4,36.8,5.5,3.8,5.5,6.1
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101202,41.9,10.6,47.2,36.6,5.5,3.7,5.5,6.1
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101203,41.7,10.6,47.0,36.4,5.6,3.7,5.5,6.2
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101204,41.5,10.5,46.8,36.3,5.6,3.7,5.6,6.2
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101205,41.4,10.5,46.6,36.1,5.6,3.7,5.6,6.2
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101206,41.2,10.5,46.4,36.0,5.6,3.7,5.6,6.2
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101207,41.1,10.5,46.3,35.8,5.7,3.7,5.7,6.2
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101208,40.9,10.4,46.1,35.7,5.7,3.7,5.7,6.3
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101209,40.8,10.4,46.0,35.6,5.7,3.6,5.7,6.3
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101210,40.7,10.4,45.9,35.5,5.7,3.6,5.7,6.3
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101211,40.6,10.3,45.7,35.4,5.7,3.6,5.7,6.3
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101212,40.5,10.3,45.6,35.3,5.8,3.6,5.8,6.3
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101213,40.4,10.2,45.5,35.3,5.8,3.6,5.8,6.3
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101214,40.3,10.2,45.4,35.2,5.8,3.6,5.8,6.3
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101215,40.3,10.2,45.3,35.2,5.8,3.6,5.8,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101216,40.2,10.1,45.3,35.2,5.9,3.6,5.9,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101217,40.2,10.1,45.2,35.2,5.9,3.6,5.9,6.4
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101218,40.2,10.0,45.2,35.1,5.9,3.6,5.9,6.5
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101219,40.1,10.0,45.1,35.2,5.9,3.6,5.9,6.5
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101220,40.1,9.9,45.1,35.2,6.0,3.6,6.0,6.5
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101221,40.1,9.9,45.1,35.2,6.0,3.6,6.0,6.5
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101222,40.2,9.9,45.1,35.2,6.0,3.6,6.0,6.6
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101223,40.2,9.8,45.1,35.3,6.1,3.6,6.1,6.6
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101224,40.2,9.8,45.1,35.3,6.1,3.6,6.1,6.6
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101225,40.3,9.7,45.1,35.4,6.1,3.6,6.1,6.6
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101226,40.3,9.7,45.2,35.5,6.1,3.6,6.1,6.7
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101227,40.4,9.7,45.2,35.5,6.2,3.7,6.2,6.7
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101228,40.5,9.7,45.3,35.6,6.2,3.7,6.2,6.7
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101229,40.5,9.6,45.3,35.7,6.2,3.7,6.2,6.7
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101230,40.6,9.6,45.4,35.8,6.1,3.7,6.2,6.7
GHCND:USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,20101231,40.7,9.6,45.5,35.9,6.1,3.8,6.1,6.7
