year,month,day,weekday,ws_1,prcp_1,snwd_1,temp_2,temp_1,average,actual,friend
2011,12,30,Fri,11.41,0.29,0,53,51,45.4,49,59
2011,12,31,Sat,12.75,0.07,0,51,49,45.5,43,47
2012,1,1,Sun,6.26,0,0,49,43,45.6,55,64
2012,1,2,Mon,10.51,0,0,43,55,45.7,51,46
2012,1,3,Tues,10.07,0.43,0,55,51,45.8,53,42
2012,1,4,Wed,5.14,0.03,0,51,53,45.9,54,42
2012,1,5,Thurs,10.51,0.8,0,53,54,46,48,44
2012,1,6,Fri,13.65,0.05,0,54,48,46.1,40,55
2012,1,7,Sat,4.92,0.1,0,48,40,46.2,45,66
2012,1,8,Sun,5.14,0,0,40,45,46.3,50,31
2012,1,9,Mon,4.47,0,0,45,50,46.4,49,57
2012,1,10,Tues,7.61,0.17,0,50,49,46.5,43,48
2012,1,11,Wed,7.61,0.04,0,49,43,46.7,43,53
2012,1,12,Thurs,11.41,0,0,43,43,46.8,43,34
2012,1,13,Fri,4.25,0,0,43,43,46.9,41,31
2012,1,14,Sat,2.91,0,0,43,41,47,40,33
2012,1,15,Sun,11.86,0.16,0,41,40,47.1,34,48
2012,1,16,Mon,7.16,0.21,2,40,34,47.3,35,66
2012,1,17,Tues,11.18,0.1,2,34,35,47.4,38,44
2012,1,18,Wed,12.53,0.32,0,35,38,47.5,32,61
2012,1,19,Thurs,11.18,0.78,1,38,32,47.6,30,34
2012,1,20,Fri,3.58,0.6,3,32,30,47.7,45,32
2012,1,21,Sat,5.14,0.53,3,30,45,47.8,47,63
2012,1,22,Sun,18.34,0.12,2,45,47,47.9,44,67
2012,1,23,Mon,10.74,0.24,0,47,44,48,47,38
2012,1,24,Tues,8.05,0,0,44,47,48.1,50,36
2012,1,25,Wed,11.41,0.34,0,47,50,48.2,48,64
2012,1,26,Thurs,12.08,0.32,0,50,48,48.3,48,42
2012,1,27,Fri,10.74,0.19,0,48,48,48.4,44,48
2012,1,28,Sat,3.13,0,0,48,44,48.4,44,56
2012,1,29,Sun,4.92,0,0,44,44,48.5,49,38
2012,1,30,Mon,10.07,1.09,0,44,49,48.6,47,55
2012,1,31,Tues,11.41,0.14,0,49,47,48.7,49,39
2012,2,1,Wed,8.72,0.07,0,47,49,48.8,48,44
2012,2,2,Thurs,6.04,0.53,0,49,48,48.8,47,45
2012,2,3,Fri,5.82,0,0,48,47,48.9,58,31
2012,2,4,Sat,11.86,0,0,47,58,49,60,69
2012,2,5,Sun,9.62,0,0,58,60,49.1,57,40
2012,2,6,Mon,6.49,0,0,60,57,49.1,61,55
2012,2,7,Tues,11.18,0,0,57,61,49.2,60,42
2012,2,8,Wed,11.86,0.01,0,61,60,49.3,50,31
2012,2,9,Thurs,6.04,0.11,0,60,50,49.4,52,32
2012,2,10,Fri,5.37,0.1,0,50,52,49.4,55,42
2012,2,11,Sat,6.71,0.1,0,52,55,49.5,48,53
2012,2,12,Sun,7.61,0.03,0,55,48,49.6,47,32
2012,2,13,Mon,2.91,0.04,0,48,47,49.7,45,37
2012,2,14,Tues,3.13,0.45,0,47,45,49.8,44,32
2012,2,15,Wed,6.93,0.1,0,45,44,49.9,45,44
2012,2,16,Thurs,4.03,0,0,44,45,49.9,45,30
2012,2,17,Fri,4.7,0.07,0,45,45,50,50,49
2012,2,18,Sat,7.61,0.68,0,45,50,50.1,44,39
2012,2,19,Sun,18.12,0.25,0,50,44,50.2,44,67
2012,2,20,Mon,10.51,0,0,44,44,50.4,46,54
2012,2,21,Tues,6.49,0.12,0,44,46,50.5,50,68
2012,2,22,Wed,16.78,0.03,0,46,50,50.6,50,52
2012,2,23,Thurs,13.2,0.34,0,50,50,50.7,47,34
2012,2,24,Fri,8.72,0,0,50,47,50.8,44,32
2012,2,25,Sat,7.83,0.45,0,47,44,50.9,45,64
2012,2,26,Sun,14.32,0,0,44,45,51.1,41,51
2012,2,27,Mon,7.61,0.05,0,45,41,51.2,44,34
2012,2,28,Tues,6.71,0,0,41,44,51.3,44,53
2012,3,1,Thurs,15.66,0.03,0,44,41,51.5,43,66
2012,3,2,Fri,6.93,0,0,41,43,51.6,44,32
2012,3,3,Sat,11.41,0.08,0,43,44,51.8,54,39
2012,3,4,Sun,15.66,0,0,44,54,51.9,51,56
2012,3,5,Mon,12.53,0,0,54,51,52.1,46,70
2012,3,6,Tues,13.87,0.27,0,51,46,52.2,44,36
2012,3,7,Wed,6.04,0.02,0,46,44,52.4,48,49
2012,3,8,Thurs,6.04,0,0,44,48,52.5,60,72
2012,3,9,Fri,5.59,0,0,48,60,52.7,49,39
2012,3,10,Sat,6.26,0.14,0,60,49,52.8,45,44
2012,3,11,Sun,7.61,0.41,0,49,45,53,44,54
2012,3,12,Mon,12.97,0.54,0,45,44,53.1,47,46
2012,3,13,Tues,13.87,0.76,0,44,47,53.3,42,48
2012,3,14,Wed,11.86,0.37,0,47,42,53.4,46,49
2012,3,15,Thurs,10.51,0.34,0,42,46,53.6,52,51
2012,3,16,Fri,12.97,0.94,0,46,52,53.7,48,72
2012,3,17,Sat,11.41,0.33,0,52,48,53.9,50,67
2012,3,18,Sun,8.5,0.37,0,48,50,54,41,56
2012,3,19,Mon,6.04,0.14,0,50,41,54.2,45,67
2012,3,20,Tues,6.71,0.08,0,41,45,54.3,46,74
2012,3,21,Wed,14.32,0.14,0,45,46,54.5,48,61
2012,3,22,Thurs,5.59,0.05,0,46,48,54.6,50,61
2012,3,23,Fri,4.7,0.16,0,48,50,54.7,54,50
2012,3,24,Sat,6.26,0,0,50,54,54.9,59,61
2012,3,25,Sun,11.63,0,0,54,59,55,56,63
2012,3,26,Mon,6.04,0,0,59,56,55.2,55,74
2012,3,27,Tues,9.62,0,0,56,55,55.3,58,73
2012,3,28,Wed,8.5,0.19,0,55,58,55.5,51,75
2012,3,29,Thurs,13.2,0.05,0,58,51,55.6,50,70
2012,3,30,Fri,9.84,1.08,0,51,50,55.7,49,51
2012,3,31,Sat,10.51,0.22,0,50,49,55.9,50,71
2012,4,1,Sun,7.61,0.52,0,49,50,56,48,42
2012,4,2,Mon,15.21,0.06,0,50,48,56.2,62,41
2012,4,3,Tues,6.93,0,0,48,62,56.3,53,60
2012,4,4,Wed,6.93,0.06,0,62,53,56.5,51,68
2012,4,5,Thurs,4.7,0,0,53,51,56.6,49,47
2012,4,6,Fri,4.03,0.18,0,51,49,56.8,52,38
2012,4,7,Sat,5.82,0.01,0,49,52,56.9,61,68
2012,4,8,Sun,9.62,0,0,52,61,57.1,70,43
2012,4,9,Mon,9.17,0,0,61,70,57.2,68,40
2012,4,10,Tues,4.7,0,0,70,68,57.4,64,75
2012,4,11,Wed,7.16,0,0,68,64,57.6,52,60
2012,4,12,Thurs,5.82,0.09,0,64,52,57.7,57,60
2012,4,13,Fri,5.82,0.02,0,52,57,57.9,59,74
2012,4,14,Sat,8.95,0,0,57,59,58.1,60,46
2012,4,15,Sun,6.71,0,0,59,60,58.3,61,68
2012,4,16,Mon,6.49,0,0,60,61,58.5,56,46
2012,4,17,Tues,12.97,0.32,0,61,56,58.6,50,56
2012,4,18,Wed,4.47,0.07,0,56,50,58.8,56,45
2012,4,19,Thurs,8.72,0.07,0,50,56,59,57,78
2012,4,20,Fri,5.82,0.43,0,56,57,59.2,56,66
2012,4,21,Sat,6.04,0.26,0,57,56,59.4,68,64
2012,4,22,Sun,5.14,0,0,56,68,59.7,74,62
2012,4,23,Mon,5.82,0,0,68,74,59.9,71,56
2012,4,24,Tues,7.83,0,0,74,71,60.1,57,70
2012,4,25,Wed,6.26,0.17,0,71,57,60.3,62,73
2012,4,26,Thurs,5.82,0.42,0,57,62,60.5,57,72
2012,4,27,Fri,11.63,0.15,0,62,57,60.7,56,69
2012,4,28,Sat,10.74,0.03,0,57,56,61,61,77
2012,4,29,Sun,5.59,0,0,56,61,61.2,60,46
2012,4,30,Mon,3.58,0.17,0,61,60,61.4,55,59
2012,5,1,Tues,17.9,0.17,0,60,55,61.6,53,43
2012,5,2,Wed,14.32,0.02,0,55,53,61.9,56,48
2012,5,3,Thurs,5.59,0.02,0,53,56,62.1,52,67
2012,5,4,Fri,7.61,0.73,0,56,52,62.3,54,75
2012,5,5,Sat,10.29,0.07,0,52,54,62.5,56,80
2012,5,6,Sun,5.14,0,0,54,56,62.8,64,55
2012,5,7,Mon,5.37,0,0,56,64,63,75,76
2012,5,8,Tues,4.92,0,0,64,75,63.2,65,52
2012,5,9,Wed,6.71,0,0,75,65,63.4,56,60
2012,5,10,Thurs,8.72,0,0,65,56,63.6,58,47
2012,5,11,Fri,6.71,0,0,56,58,63.8,65,59
2012,5,12,Sat,9.62,0,0,58,65,64.1,76,48
2012,5,13,Sun,7.61,0,0,65,76,64.3,78,61
2012,5,14,Mon,9.4,0,0,76,78,64.5,80,58
2012,5,15,Tues,8.5,0,0,78,80,64.7,76,78
2012,5,16,Wed,9.17,0,0,80,76,64.8,67,83
2012,5,17,Thurs,7.83,0,0,76,67,65,64,71
2012,5,18,Fri,6.49,0,0,67,64,65.2,60,81
2012,5,19,Sat,6.93,0,0,64,60,65.4,67,64
2012,5,20,Sun,3.36,0,0,60,67,65.6,58,61
2012,5,21,Mon,2.91,0.25,0,67,58,65.7,62,54
2012,5,22,Tues,8.95,0.55,0,58,62,65.9,55,56
2012,5,23,Wed,10.74,0.24,0,62,55,66.1,58,70
2012,5,24,Thurs,14.09,0.01,0,55,58,66.2,63,64
2012,5,25,Fri,7.38,0,0,58,63,66.4,72,71
2012,5,26,Sat,6.93,0,0,63,72,66.5,72,59
2012,5,27,Sun,8.05,0,0,72,72,66.7,63,70
2012,5,28,Mon,8.28,0,0,72,63,66.8,62,72
2012,5,29,Tues,7.61,0,0,63,62,67,61,71
2012,5,30,Wed,4.03,0,0,62,61,67.1,66,82
2012,5,31,Thurs,3.36,0.01,0,61,66,67.3,64,74
2012,6,1,Fri,6.04,0.15,0,66,64,67.4,68,65
2012,6,2,Sat,8.28,0.26,0,64,68,67.6,66,83
2012,6,3,Sun,8.28,0.01,0,68,66,67.7,63,81
2012,6,4,Mon,6.49,0,0,66,63,67.9,55,85
2012,6,5,Tues,6.93,0.05,0,63,55,68,56,67
2012,6,6,Wed,7.38,0.63,0,55,56,68.2,61,49
2012,6,7,Thurs,7.61,0,0,56,61,68.3,61,80
2012,6,8,Fri,7.83,0.65,0,61,61,68.5,59,77
2012,6,9,Sat,6.71,0.06,0,61,59,68.6,63,52
2012,6,10,Sun,10.51,0,0,59,63,68.8,66,51
2012,6,11,Mon,6.49,0,0,63,66,69,74,54
2012,6,12,Tues,4.03,0,0,66,74,69.1,65,83
2012,6,13,Wed,8.72,0.03,0,74,65,69.3,61,64
2012,6,14,Thurs,9.62,0,0,65,61,69.5,63,62
2012,6,15,Fri,6.04,0,0,61,63,69.7,72,81
2012,6,16,Sat,3.8,0,0,63,72,69.8,70,62
2012,6,17,Sun,9.17,0,0,72,70,70,66,65
2012,6,18,Mon,14.32,0,0,70,66,70.2,63,89
2012,6,19,Tues,8.5,0.12,0,66,63,70.4,67,70
2012,6,20,Wed,6.71,0.04,0,63,67,70.6,76,80
2012,6,21,Thurs,6.71,0,0,67,76,70.8,75,71
2012,6,22,Fri,4.7,0,0,76,75,71,57,80
2012,6,23,Sat,4.25,0.62,0,75,57,71.3,60,68
2012,6,24,Sun,5.59,0.34,0,57,60,71.5,67,67
2012,6,25,Mon,4.47,0,0,60,67,71.7,67,78
2012,6,26,Tues,6.93,0.02,0,67,67,71.9,65,78
2012,6,27,Wed,7.61,0,0,67,65,72.2,73,91
2012,6,28,Thurs,4.03,0,0,65,73,72.4,72,83
2012,6,29,Fri,5.59,0,0,73,72,72.6,71,66
2012,6,30,Sat,4.25,0.01,0,72,71,72.8,68,66
2012,7,1,Sun,5.37,0.12,0,71,68,73.1,68,69
2012,7,2,Mon,5.14,0,0,68,68,73.3,66,62
2012,7,3,Tues,4.7,0.08,0,68,66,73.5,65,91
2012,7,4,Wed,13.42,0.23,0,66,65,73.8,69,63
2012,7,5,Thurs,8.5,0,0,65,69,74,76,57
2012,7,6,Fri,6.93,0,0,69,76,74.2,77,91
2012,7,7,Sat,4.7,0,0,76,77,74.4,80,67
2012,7,8,Sun,8.5,0,0,77,80,74.6,83,84
2012,7,9,Mon,6.26,0,0,80,83,74.9,77,81
2012,7,10,Tues,4.47,0.06,0,83,77,75.1,75,87
2012,7,11,Wed,5.14,0,0,77,75,75.3,82,74
2012,7,12,Thurs,6.49,0,0,75,82,75.4,78,68
2012,7,13,Fri,6.04,0,0,82,78,75.6,74,89
2012,7,14,Sat,4.92,0.02,0,78,74,75.8,77,82
2012,7,15,Sun,4.92,0,0,74,77,76,66,85
2012,7,16,Mon,8.5,0,0,77,66,76.1,79,90
2012,7,17,Tues,5.59,0.01,0,66,79,76.3,71,71
2012,7,18,Wed,5.82,0,0,79,71,76.4,70,85
2012,7,19,Thurs,6.49,0,0,71,70,76.6,77,68
2012,7,20,Fri,4.92,0,0,70,77,76.7,67,79
2012,7,21,Sat,8.95,0.6,0,77,67,76.8,75,85
2012,7,22,Sun,5.14,0,0,67,75,76.9,69,76
2012,7,23,Mon,8.72,0.04,0,75,69,77,66,72
2012,7,24,Tues,7.38,0,0,69,66,77.1,74,80
2012,7,25,Wed,9.62,0,0,66,74,77.1,80,85
2012,7,26,Thurs,5.82,0,0,74,80,77.2,78,88
2012,7,27,Fri,4.92,0,0,80,78,77.3,66,70
2012,7,28,Sat,6.26,0,0,78,66,77.3,72,84
2012,7,29,Sun,3.8,0,0,66,72,77.3,73,88
2012,7,30,Mon,4.47,0,0,72,73,77.3,67,66
2012,7,31,Tues,6.71,0,0,73,67,77.4,73,62
2012,8,1,Wed,6.26,0,0,67,73,77.4,75,57
2012,8,2,Thurs,4.92,0,0,73,75,77.4,74,96
2012,8,3,Fri,5.59,0,0,75,74,77.3,81,84
2012,8,4,Sat,8.72,0,0,74,81,77.3,93,80
2012,8,5,Sun,8.28,0,0,81,93,77.3,93,63
2012,8,6,Mon,4.25,0,0,93,93,77.2,83,96
2012,8,7,Tues,5.59,0,0,93,83,77.2,70,74
2012,8,8,Wed,5.82,0,0,83,70,77.1,72,61
2012,8,9,Thurs,6.93,0,0,70,72,77.1,76,85
2012,8,10,Fri,8.5,0,0,72,76,77,78,96
2012,8,11,Sat,5.14,0,0,76,78,76.9,83,87
2012,8,12,Sun,5.59,0,0,78,83,76.9,87,70
2012,8,13,Mon,6.71,0,0,83,87,76.8,87,71
2012,8,14,Tues,6.26,0,0,87,87,76.7,84,93
2012,8,15,Wed,6.26,0,0,87,84,76.6,88,95
2012,8,16,Thurs,10.51,0,0,84,88,76.5,94,79
2012,8,17,Fri,6.26,0,0,88,94,76.4,91,89
2012,8,18,Sat,4.03,0,0,94,91,76.3,71,61
2012,8,19,Sun,6.71,0,0,91,71,76.2,74,81
2012,8,20,Mon,6.04,0,0,71,74,76.1,78,89
2012,8,21,Tues,4.25,0,0,74,78,75.9,74,61
2012,8,22,Wed,6.71,0,0,78,74,75.8,72,79
2012,8,23,Thurs,5.14,0,0,74,72,75.7,70,70
2012,8,24,Fri,8.5,0,0,72,70,75.5,72,88
2012,8,25,Sat,7.38,0,0,70,72,75.4,79,65
2012,8,26,Sun,7.16,0,0,72,79,75.3,70,59
2012,8,27,Mon,7.61,0,0,79,70,75.1,75,55
2012,8,28,Tues,4.03,0,0,70,75,75,73,91
2012,8,29,Wed,7.16,0,0,75,73,74.8,73,71
2012,8,30,Thurs,5.37,0,0,73,73,74.6,73,68
2012,8,31,Fri,4.25,0,0,73,73,74.4,72,68
2012,9,1,Sat,6.49,0,0,73,72,74.3,71,84
2012,9,2,Sun,4.7,0,0,72,71,74.1,70,84
2012,9,3,Mon,4.47,0,0,71,70,73.9,73,78
2012,9,4,Tues,7.38,0,0,70,73,73.7,76,83
2012,9,5,Wed,6.93,0,0,73,76,73.5,79,61
2012,9,6,Thurs,5.82,0,0,76,79,73.3,83,58
2012,9,7,Fri,9.4,0,0,79,83,73,90,62
2012,9,8,Sat,6.93,0,0,83,90,72.8,77,55
2012,9,9,Sun,6.71,0,0,90,77,72.6,66,62
2012,9,10,Mon,11.18,0.01,0,77,66,72.3,68,89
2012,9,11,Tues,8.72,0.01,0,66,68,72.1,68,82
2012,9,12,Wed,9.4,0,0,68,68,71.8,72,54
2012,9,13,Thurs,12.53,0,0,68,72,71.5,82,70
2012,9,14,Fri,8.05,0,0,72,82,71.2,79,81
2012,9,15,Sat,3.36,0,0,82,79,71,72,83
2012,9,16,Sun,4.25,0,0,79,72,70.7,76,63
2012,9,17,Mon,5.14,0,0,72,76,70.3,82,87
2012,9,18,Tues,4.92,0,0,76,82,70,82,89
2012,9,19,Wed,3.13,0,0,82,82,69.7,75,73
2012,9,20,Thurs,4.25,0,0,82,75,69.4,67,70
2012,9,21,Fri,5.59,0,0,75,67,69,61,55
2012,9,22,Sat,4.7,0,0,67,61,68.7,67,80
2012,9,23,Sun,2.46,0.01,0,61,67,68.3,67,84
2012,9,24,Mon,3.13,0,0,67,67,68,70,68
2012,9,25,Tues,4.03,0,0,67,70,67.6,67,60
2012,9,26,Wed,3.8,0,0,70,67,67.2,67,71
2012,9,27,Thurs,3.8,0,0,67,67,66.8,73,63
2012,9,28,Fri,3.8,0,0,67,73,66.5,77,69
2012,9,29,Sat,2.46,0,0,73,77,66.1,69,64
2012,9,30,Sun,9.62,0,0,77,69,65.7,70,67
2012,10,1,Mon,6.93,0,0,69,70,65.3,74,53
2012,10,2,Tues,6.71,0,0,70,74,64.9,64,58
2012,10,3,Wed,9.17,0,0,74,64,64.5,66,50
2012,10,4,Thurs,16.33,0,0,64,66,64.1,66,67
2012,10,5,Fri,14.54,0,0,66,66,63.7,71,49
2012,10,6,Sat,12.75,0,0,66,71,63.3,75,78
2012,10,7,Sun,11.41,0,0,71,75,62.9,75,59
2012,10,8,Mon,2.91,0,0,75,75,62.5,70,76
2012,10,9,Tues,4.25,0,0,75,70,62.1,61,72
2012,10,10,Wed,3.58,0,0,70,61,61.8,54,61
2012,10,11,Thurs,3.13,0,0,61,54,61.4,57,71
2012,10,12,Fri,2.91,0,0,54,57,61,57,54
2012,10,13,Sat,10.29,0.08,0,57,57,60.6,60,74
2012,10,14,Sun,8.72,0.19,0,57,60,60.2,64,76
2012,10,15,Mon,7.61,0.65,0,60,64,59.9,63,64
2012,10,16,Tues,10.29,0.31,0,64,63,59.5,61,53
2012,10,17,Wed,12.3,0,0,63,61,59.1,58,46
2012,10,18,Thurs,3.58,0,0,61,58,58.8,64,72
2012,10,19,Fri,4.47,0.82,0,58,64,58.4,59,52
2012,10,20,Sat,11.86,0.19,0,64,59,58.1,52,51
2012,10,21,Sun,12.75,0.02,0,59,52,57.8,53,62
2012,10,22,Mon,6.04,0.25,0,52,53,57.4,46,68
2012,10,23,Tues,5.82,0.35,0,53,46,57.1,52,43
2012,10,24,Wed,6.71,0,0,46,52,56.8,53,45
2012,10,25,Thurs,4.7,0.28,0,52,53,56.5,53,74
2012,10,26,Fri,3.36,0,0,53,53,56.2,52,62
2012,10,27,Sat,5.59,0.06,0,53,52,55.9,58,72
2012,10,28,Sun,11.41,0.91,0,52,58,55.6,58,45
2012,10,29,Mon,8.5,0.24,0,58,58,55.3,60,47
2012,10,30,Tues,10.96,0.43,0,58,60,55,59,48
2012,10,31,Wed,6.26,1.36,0,60,59,54.8,60,67
2012,11,1,Thurs,6.04,0.57,0,59,60,54.5,59,54
2012,11,2,Fri,6.71,0.38,0,60,59,54.2,59,46
2012,11,3,Sat,2.24,0.22,0,59,59,53.9,60,72
2012,11,4,Sun,8.05,0.02,0,59,60,53.7,64,38
2012,11,5,Mon,8.5,0.32,0,60,64,53.4,59,53
2012,11,6,Tues,8.95,0.03,0,64,59,53.2,55,44
2012,11,7,Wed,7.83,0.01,0,59,55,52.9,54,58
2012,11,8,Thurs,7.61,0,0,55,54,52.7,50,53
2012,11,9,Fri,7.61,0,0,54,50,52.4,48,36
2012,11,10,Sat,4.47,0,0,50,48,52.2,46,64
2012,11,11,Sun,4.92,0,0,48,46,51.9,48,61
2012,11,12,Mon,6.71,0.6,0,46,48,51.7,55,51
2012,11,13,Tues,6.71,0.14,0,48,55,51.4,52,43
2012,11,14,Wed,5.59,0.21,0,55,52,51.2,52,68
2012,11,15,Thurs,5.82,0.03,0,52,52,51,49,32
2012,11,16,Fri,5.37,0,0,52,49,50.7,49,50
2012,11,17,Sat,3.58,0.22,0,49,49,50.5,54,33
2012,11,18,Sun,11.86,0.24,0,49,54,50.3,50,58
2012,11,19,Mon,10.96,0.31,0,54,50,50,56,59
2012,11,20,Tues,13.42,2.13,0,50,56,49.8,52,43
2012,11,21,Wed,9.4,0.15,0,56,52,49.5,47,53
2012,11,22,Thurs,12.3,0.44,0,52,47,49.3,48,33
2012,11,23,Fri,3.36,0,0,47,48,49.1,49,62
2012,11,24,Sat,5.37,1.26,0,48,49,48.9,48,51
2012,11,25,Sun,2.68,0,0,49,48,48.6,47,57
2012,11,26,Mon,8.05,0,0,48,47,48.4,49,40
2012,11,27,Tues,8.5,0,0,47,49,48.2,50,38
2012,11,28,Wed,3.36,0,0,49,50,48,49,68
2012,11,29,Thurs,6.49,0.11,0,50,49,47.8,55,63
2012,11,30,Fri,9.4,0.06,0,49,55,47.6,59,47
2012,12,1,Sat,10.29,1.4,0,55,59,47.4,56,42
2012,12,2,Sun,12.3,0.16,0,59,56,47.2,47,29
2012,12,3,Mon,13.87,0.77,0,56,47,47,49,39
2012,12,4,Tues,9.84,0.51,0,47,49,46.8,53,37
2012,12,5,Wed,13.87,0.56,0,49,53,46.6,48,27
2012,12,6,Thurs,11.18,0.06,0,53,48,46.4,45,65
2012,12,7,Fri,11.41,0.06,0,48,45,46.3,46,61
2012,12,8,Sat,10.29,0.04,0,45,46,46.1,44,47
2012,12,9,Sun,4.47,0,0,46,44,46,44,59
2012,12,10,Mon,4.7,0.06,0,44,44,45.9,45,40
2012,12,11,Tues,4.03,0.02,0,44,45,45.7,46,33
2012,12,12,Wed,10.07,0.12,0,45,46,45.6,44,49
2012,12,13,Thurs,4.47,0.32,0,46,44,45.5,45,63
2012,12,14,Fri,6.26,0.09,0,44,45,45.4,43,52
2012,12,15,Sat,3.8,0.31,0,45,43,45.3,40,64
2012,12,16,Sun,11.41,0.21,0,43,40,45.3,44,55
2012,12,17,Mon,12.3,0.89,0,40,44,45.2,47,26
2012,12,18,Tues,21.25,0.08,0,44,47,45.2,39,54
2012,12,19,Wed,11.86,0.13,1,47,39,45.1,47,33
2012,12,20,Thurs,12.97,0.54,0,39,47,45.1,45,61
2012,12,21,Fri,8.28,0.52,0,47,45,45.1,47,62
2012,12,22,Sat,3.8,0.07,0,45,47,45.1,47,56
2012,12,23,Sun,7.83,0.13,0,47,47,45.1,45,34
2012,12,24,Mon,5.59,0.26,0,47,45,45.1,42,50
2012,12,25,Tues,6.26,0.01,0,45,42,45.1,42,33
2012,12,26,Wed,9.4,0.53,0,42,42,45.2,44,31
2012,12,27,Thurs,10.96,0.18,0,42,44,45.2,46,58
2012,12,28,Fri,7.16,0.16,0,44,46,45.3,47,54
